
﻿🇨🇳卫视高清,#genre#
黑莓電影,http://183.207.249.14/PLTV/3/224/3221225567/index.m3u8
CHC动作電影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC高清影院,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC动作電影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC家庭影院,http://117.148.179.151:80/PLTV/88888888/224/3221231799/1.m3u8
CHC动作電影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
CHC动作電影,http://111.20.33.79/wh7f454c46tw2676886234_1042025358/PLTV/88888893/224/3221226465/index.m3u8
CHC动作電影,http://111.20.33.93/wh7f454c46tw66682855_961085433/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8
CHC高清電影,http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8
唐人街3,https://cdn.zoubuting.com/20210625/YAsZuFuS/1200kb/hls/index.m3u8
爱经典,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000060630&livemode=1&stbId=3&channel-id=wasusyt
爱探索,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000300630&livemode=1&stbId=3&channel-id=wasusyt
爱悬疑,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
爱科幻,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000020630&livemode=1&stbId=3&channel-id=wasusyt
爱院线,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
爱院线,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000030630&livemode=1&stbId=3&channel-id=wasusyt
爱娱乐,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000130630&livemode=1&stbId=3&channel-id=wasusyt
爱娱乐,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000130630&livemode=1&stbId=3&channel-id=wasusyt
爱悬疑,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
爱悬疑,http://111.40.196.28/0000000000001000/1.m3u8?Contentid=6000000006000050630&livemode=1&stbId=3&channel-id=wasusyt
爱喜剧,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000010630&livemode=1&stbId=3&channel-id=wasusyt
爱玩具,http://111.40.196.37/0000000000001000/1.m3u8?Contentid=6000000006000220630&livemode=1&stbId=3&channel-id=wasusyt
爱体育,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000290630&livemode=1&stbId=3&channel-id=wasusyt
爱猎奇,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000190630&livemode=1&stbId=3&channel-id=wasusyt
爱浪漫,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000040630&livemode=1&stbId=3&channel-id=wasusyt
爱都市,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000080630&livemode=1&stbId=3&channel-id=wasusyt
爱谍战,http://111.40.196.32/0000000000001000/1.m3u8?Contentid=6000000006000070630&livemode=1&stbId=3&channel-id=wasusyt



🐟斗鱼剧场,#genre#

斗鱼電影2,http://zzy789.xyz/douyu1.php?id=6763930
斗鱼電影2,http://epg.112114.xyz/douyu/6763930
斗鱼電影3,http://zzy789.xyz/douyu1.php?id=122402
斗鱼電影3,http://epg.112114.xyz/douyu/122402
斗鱼電影4,http://zzy789.xyz/douyu1.php?id=747764
斗鱼電影4,http://epg.112114.xyz/douyu/747764
斗鱼電影6,http://zzy789.xyz/douyu1.php?id=263824
斗鱼電影6,http://epg.112114.xyz/douyu/263824
斗鱼電影7,http://zzy789.xyz/douyu1.php?id=3637726
斗鱼電影7,http://epg.112114.xyz/douyu/3637726
斗鱼電影8,http://zzy789.xyz/douyu1.php?id=323876
斗鱼電影8,http://epg.112114.xyz/douyu/323876
斗鱼電影9,http://zzy789.xyz/douyu1.php?id=3928
斗鱼電影9,http://epg.112114.xyz/douyu/3928
斗鱼電影10,http://zzy789.xyz/douyu1.php?id=2935323
斗鱼电影10,http://epg.112114.xyz/douyu/2935323
斗鱼電影11,http://zzy789.xyz/douyu1.php?id=7459925
斗鱼電影11,http://epg.112114.xyz/douyu/7459925
斗鱼電影12,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640
斗鱼電影13,http://112.74.200.9:88/tv000000/m3u8.php?/migu/619495952
斗鱼電影14,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198191
斗鱼電影15,http://epg.112114.xyz/douyu/6537888
斗鱼电影15,http://zzy789.xyz/douyu1.php?id=6537888
斗鱼電影16,http://epg.112114.xyz/douyu/431460
斗鱼电影16,http://zzy789.xyz/douyu1.php?id=431460
斗鱼電影17,http://epg.112114.xyz/douyu/6140589
斗鱼电影17,http://zzy789.xyz/douyu1.php?id=6140589
斗鱼電影18,http://epg.112114.xyz/douyu/4246519
斗鱼电影18,http://zzy789.xyz/douyu1.php?id=4246519
斗鱼電影19,http://epg.112114.xyz/douyu/7116591
斗鱼電影20,http://epg.112114.xyz/douyu/1171463
斗鱼電影21,http://epg.112114.xyz/douyu/6776615
斗鱼電影22,http://epg.112114.xyz/douyu/1979257
斗鱼电影22,http://zzy789.xyz/douyu1.php?id=1979257
斗鱼電影23,http://epg.112114.xyz/douyu/6949033
斗鱼电影23,http://zzy789.xyz/douyu1.php?id=6949033
斗鱼電影23,http://epg.112114.xyz/douyu/7494871
斗鱼电影23,http://zzy789.xyz/douyu1.php?id=7494871
斗鱼電影24,http://epg.112114.xyz/douyu/6808473
斗鱼電影25,http://epg.112114.xyz/douyu/8661527
斗鱼電影26,http://epg.112114.xyz/douyu/8413092
斗鱼电影26,http://zzy789.xyz/douyu1.php?id=8413092
斗鱼電影27,http://epg.112114.xyz/douyu/6596220
斗鱼電影28,http://epg.112114.xyz/douyu/6497464
斗鱼電影29,http://epg.112114.xyz/douyu/20415
斗鱼电影29,http://zzy789.xyz/douyu1.php?id=20415
斗鱼電影30,http://epg.112114.xyz/douyu/252802
斗鱼电影30,http://zzy789.xyz/douyu1.php?id=252802
斗鱼電影31,http://epg.112114.xyz/douyu/6799973
斗鱼電影32,http://epg.112114.xyz/douyu/6632254
斗鱼電影33,http://epg.112114.xyz/douyu/96577
斗鱼电影33,http://zzy789.xyz/douyu1.php?id=96577
斗鱼電影34,http://epg.112114.xyz/douyu/315457
斗鱼电影34,http://zzy789.xyz/douyu1.php?id=315457
斗鱼電影35,http://epg.112114.xyz/douyu/248753
斗鱼电影35,http://zzy789.xyz/douyu1.php?id=248753
斗鱼電影36,http://epg.112114.xyz/douyu/1409682
斗鱼電影37,http://epg.112114.xyz/douyu/1955264
斗鱼電影38,http://epg.112114.xyz/douyu/8014575
斗鱼電影48,http://epg.112114.xyz/douyu/3392656
斗鱼電影49,http://epg.112114.xyz/douyu/4332
斗鱼电影49,http://zzy789.xyz/douyu1.php?id=4332
斗鱼電影50,http://epg.112114.xyz/douyu/4167368
斗鱼電影53,http://epg.112114.xyz/douyu/6854590
斗鱼電影54,http://epg.112114.xyz/douyu/3619464
斗鱼電影55,http://epg.112114.xyz/douyu/3568481
斗鱼電影56,http://epg.112114.xyz/douyu/668785
斗鱼電影59,http://epg.112114.xyz/douyu/7221304
斗鱼電影66,http://epg.112114.xyz/douyu/7842226
斗鱼電影67,http://epg.112114.xyz/douyu/2317390
斗鱼電影71,http://epg.112114.xyz/douyu/2987100
斗鱼電影73,http://epg.112114.xyz/douyu/771006
斗鱼電影74,http://epg.112114.xyz/douyu/498772
斗鱼電影75,http://epg.112114.xyz/douyu/5926392
斗鱼電影76,http://epg.112114.xyz/douyu/638963
斗鱼電影77,http://epg.112114.xyz/douyu/2758565
斗鱼電影78,http://epg.112114.xyz/douyu/8058642
斗鱼電影79,http://epg.112114.xyz/douyu/805235
斗鱼電影80,http://epg.112114.xyz/douyu/8706129
斗鱼電影81,http://epg.112114.xyz/douyu/3870925
斗鱼電影85,http://epg.112114.xyz/douyu/920389
斗鱼電影86,http://epg.112114.xyz/douyu/6167524
斗鱼電影91,http://epg.112114.xyz/douyu/229743
斗鱼電影94,http://epg.112114.xyz/douyu/4396972
斗鱼電影95,http://epg.112114.xyz/douyu/4549169
斗鱼電影96,http://epg.112114.xyz/douyu/4523233
斗鱼電影97,http://epg.112114.xyz/douyu/8867878
斗鱼電影98,http://epg.112114.xyz/douyu/8166878
斗鱼電影99,http://epg.112114.xyz/douyu/7655471
斗鱼電影101,http://epg.112114.xyz/douyu/7673566
斗鱼電影103,http://epg.112114.xyz/douyu/875795
斗鱼電影105,http://epg.112114.xyz/douyu/4290711
斗鱼電影106,http://epg.112114.xyz/douyu/5655535
斗鱼電影108,http://epg.112114.xyz/douyu/6566671
斗鱼電影109,http://epg.112114.xyz/douyu/8580340
斗鱼電影111,http://epg.112114.xyz/douyu/8475821
斗鱼電影112,http://epg.112114.xyz/douyu/5088784
斗鱼電影117,http://epg.112114.xyz/douyu/338759
斗鱼電影124,http://epg.112114.xyz/douyu/2793084
斗鱼電影125,http://epg.112114.xyz/douyu/5067952
斗鱼電影128,http://epg.112114.xyz/douyu/675072
斗鱼電影129,http://epg.112114.xyz/douyu/413573
斗鱼電影134,http://epg.112114.xyz/douyu/6725858
斗鱼電影135,http://epg.112114.xyz/douyu/7476264
斗鱼電影136,http://epg.112114.xyz/douyu/5689514
斗鱼電影138,http://epg.112114.xyz/douyu/326852
斗鱼電影141,http://epg.112114.xyz/douyu/7623292
斗鱼電影142,http://epg.112114.xyz/douyu/105265
斗鱼電影144,http://epg.112114.xyz/douyu/6732990
斗鱼電影145,http://epg.112114.xyz/douyu/5033502
斗鱼電影146,http://epg.112114.xyz/douyu/436240
斗鱼電影147,http://epg.112114.xyz/douyu/7226091
斗鱼電影148,http://epg.112114.xyz/douyu/6786937
斗鱼電影151,http://epg.112114.xyz/douyu/426517
斗鱼電影152,http://epg.112114.xyz/douyu/1543154
斗鱼電影153,http://epg.112114.xyz/douyu/8799435
斗鱼電影154,http://epg.112114.xyz/douyu/218859
斗鱼電影155,http://epg.112114.xyz/douyu/4258555
斗鱼電影162,http://epg.112114.xyz/douyu/8116528
斗鱼電影163,http://epg.112114.xyz/douyu/8768613
斗鱼電影165,http://epg.112114.xyz/douyu/8705754
斗鱼電影166,http://epg.112114.xyz/douyu/5581257
斗鱼電影167,http://epg.112114.xyz/douyu/7712894
斗鱼電影169,http://epg.112114.xyz/douyu/7528160
斗鱼電影173,http://epg.112114.xyz/douyu/8408317
斗鱼電影175,http://epg.112114.xyz/douyu/8313496
斗鱼電影176,http://epg.112114.xyz/douyu/7672838
斗鱼电影2,http://zzy789.xyz/douyu1.php?id=36337
斗鱼电影5,http://epg.112114.xyz/douyu/5423
斗鱼电影5,http://zzy789.xyz/douyu1.php?id=5423
斗鱼电影11,http://epg.112114.xyz/douyu/5635000
斗鱼电影15,http://epg.112114.xyz/douyu/2288676
斗鱼电影17,http://zzy789.xyz/douyu1.php?id=434971
斗鱼电影21,http://zzy789.xyz/douyu1.php?id=1504768
斗鱼电影22,http://epg.112114.xyz/douyu/8413908
斗鱼电影22,http://zzy789.xyz/douyu1.php?id=8413908
斗鱼电影27,http://zzy789.xyz/douyu1.php?id=6079455
斗鱼电影28,http://epg.112114.xyz/douyu/8461020
斗鱼电影28,http://zzy789.xyz/douyu1.php?id=8461020
斗鱼电影29,http://epg.112114.xyz/douyu/8657920
斗鱼电影29,http://zzy789.xyz/douyu1.php?id=8657920
斗鱼电影30,http://epg.112114.xyz/douyu/85894
斗鱼电影30,http://zzy789.xyz/douyu1.php?id=85894
斗鱼电影42,http://epg.112114.xyz/douyu/7270927
斗鱼电影42,http://zzy789.xyz/douyu1.php?id=7270927
斗鱼电影45,http://epg.112114.xyz/douyu/2337939
斗鱼电影45,http://zzy789.xyz/douyu1.php?id=2337939
斗鱼电影51,http://epg.112114.xyz/douyu/1226741
斗鱼电影51,http://zzy789.xyz/douyu1.php?id=1226741
斗鱼电影52,http://epg.112114.xyz/douyu/6896398
斗鱼电影52,http://zzy789.xyz/douyu1.php?id=6896398
斗鱼电影58,http://epg.112114.xyz/douyu/7582564
斗鱼电影58,http://zzy789.xyz/douyu1.php?id=7582564
斗鱼电影60,http://epg.112114.xyz/douyu/3508304
斗鱼电影60,http://zzy789.xyz/douyu1.php?id=3508304
斗鱼电影61,http://zzy789.xyz/douyu1.php?id=7356023
斗鱼电影62,http://epg.112114.xyz/douyu/8656759
斗鱼电影62,http://zzy789.xyz/douyu1.php?id=8656759
斗鱼电影63,http://epg.112114.xyz/douyu/5658951
斗鱼电影63,http://zzy789.xyz/douyu1.php?id=5658951
斗鱼电影64,http://zzy789.xyz/douyu1.php?id=8611011
斗鱼电影65,http://zzy789.xyz/douyu1.php?id=2436390
斗鱼电影68,http://epg.112114.xyz/douyu/5422706
斗鱼电影68,http://zzy789.xyz/douyu1.php?id=5422706
斗鱼电影71,http://zzy789.xyz/douyu1.php?id=2987100
斗鱼电影77,http://zzy789.xyz/douyu1.php?id=2758565
斗鱼电影79,http://zzy789.xyz/douyu1.php?id=805235
斗鱼电影81,http://zzy789.xyz/douyu1.php?id=3870925
斗鱼电影82,http://epg.112114.xyz/douyu/4944033
斗鱼电影82,http://zzy789.xyz/douyu1.php?id=4944033
斗鱼电影83,http://epg.112114.xyz/douyu/7925840
斗鱼电影83,http://zzy789.xyz/douyu1.php?id=7925840
斗鱼电影87,http://epg.112114.xyz/douyu/7305938
斗鱼电影87,http://zzy789.xyz/douyu1.php?id=7305938
斗鱼电影88,http://epg.112114.xyz/douyu/4360596
斗鱼电影88,http://zzy789.xyz/douyu1.php?id=4360596
斗鱼电影89,http://epg.112114.xyz/douyu/4373285
斗鱼电影89,http://zzy789.xyz/douyu1.php?id=4373285
斗鱼电影90,http://epg.112114.xyz/douyu/6785471
斗鱼电影90,http://zzy789.xyz/douyu1.php?id=6785471
斗鱼电影92,http://epg.112114.xyz/douyu/7537296
斗鱼电影92,http://zzy789.xyz/douyu1.php?id=7537296
斗鱼电影93,http://epg.112114.xyz/douyu/5508997
斗鱼电影95,http://zzy789.xyz/douyu1.php?id=4549169
斗鱼电影97,http://zzy789.xyz/douyu1.php?id=8867878
斗鱼电影99,http://zzy789.xyz/douyu1.php?id=7655471
斗鱼电影100,http://epg.112114.xyz/douyu/8168353
斗鱼电影105,http://zzy789.xyz/douyu1.php?id=4290711
斗鱼电影108,http://zzy789.xyz/douyu1.php?id=6566671
斗鱼电影110,http://epg.112114.xyz/douyu/8415464
斗鱼电影110,http://zzy789.xyz/douyu1.php?id=8415464
斗鱼电影111,http://zzy789.xyz/douyu1.php?id=8475821
斗鱼电影113,http://epg.112114.xyz/douyu/5522351
斗鱼电影113,http://zzy789.xyz/douyu1.php?id=5522351
斗鱼电影114,http://epg.112114.xyz/douyu/562225
斗鱼电影115,http://epg.112114.xyz/douyu/223521
斗鱼电影115,http://zzy789.xyz/douyu1.php?id=223521
斗鱼电影116,http://epg.112114.xyz/douyu/8651489
斗鱼电影116,http://zzy789.xyz/douyu1.php?id=8651489
斗鱼电影117,http://zzy789.xyz/douyu1.php?id=338759
斗鱼电影118,http://epg.112114.xyz/douyu/4631599
斗鱼电影119,http://epg.112114.xyz/douyu/953193
斗鱼电影119,http://zzy789.xyz/douyu1.php?id=953193
斗鱼电影120,http://epg.112114.xyz/douyu/5354713
斗鱼电影120,http://zzy789.xyz/douyu1.php?id=5354713
斗鱼电影122,http://epg.112114.xyz/douyu/3485629
斗鱼电影123,http://epg.112114.xyz/douyu/3811092
斗鱼电影124,http://zzy789.xyz/douyu1.php?id=2793084
斗鱼电影125,http://zzy789.xyz/douyu1.php?id=5067952
斗鱼电影127,http://epg.112114.xyz/douyu/5503962
斗鱼电影129,http://zzy789.xyz/douyu1.php?id=413573
斗鱼电影130,http://epg.112114.xyz/douyu/8014467
斗鱼电影130,http://zzy789.xyz/douyu1.php?id=8014467
斗鱼电影132,http://zzy789.xyz/douyu1.php?id=2466104
斗鱼电影133,http://epg.112114.xyz/douyu/5192695
斗鱼电影133,http://zzy789.xyz/douyu1.php?id=5192695
斗鱼电影134,http://zzy789.xyz/douyu1.php?id=6725858
斗鱼电影135,http://zzy789.xyz/douyu1.php?id=7476264
斗鱼电影136,http://zzy789.xyz/douyu1.php?id=5689514
斗鱼电影137,http://epg.112114.xyz/douyu/1274132
斗鱼电影139,http://epg.112114.xyz/douyu/5129261
斗鱼电影140,http://epg.112114.xyz/douyu/508118
斗鱼电影140,http://zzy789.xyz/douyu1.php?id=508118
斗鱼电影141,http://zzy789.xyz/douyu1.php?id=7623292
斗鱼电影143,http://epg.112114.xyz/douyu/7314294
斗鱼电影143,http://zzy789.xyz/douyu1.php?id=7314294
斗鱼电影145,http://zzy789.xyz/douyu1.php?id=5033502
斗鱼电影149,http://epg.112114.xyz/douyu/6582435
斗鱼电影149,http://zzy789.xyz/douyu1.php?id=6582435
斗鱼电影150,http://epg.112114.xyz/douyu/3980787
斗鱼电影150,http://zzy789.xyz/douyu1.php?id=3980787
斗鱼电影151,http://zzy789.xyz/douyu1.php?id=426517
斗鱼电影153,http://zzy789.xyz/douyu1.php?id=8799435
斗鱼电影155,http://zzy789.xyz/douyu1.php?id=4258555
斗鱼电影156,http://epg.112114.xyz/douyu/785252
斗鱼电影157,http://epg.112114.xyz/douyu/8362978
斗鱼电影157,http://zzy789.xyz/douyu1.php?id=8362978
斗鱼电影158,http://epg.112114.xyz/douyu/8788687
斗鱼电影158,http://zzy789.xyz/douyu1.php?id=8788687
斗鱼电影159,http://epg.112114.xyz/douyu/1735337
斗鱼电影159,http://zzy789.xyz/douyu1.php?id=1735337
斗鱼电影160,http://epg.112114.xyz/douyu/8741860
斗鱼电影160,http://zzy789.xyz/douyu1.php?id=8741860
斗鱼电影161,http://epg.112114.xyz/douyu/8774345
斗鱼电影161,http://zzy789.xyz/douyu1.php?id=8774345
斗鱼电影164,http://epg.112114.xyz/douyu/8413226
斗鱼电影164,http://zzy789.xyz/douyu1.php?id=8413226
斗鱼电影165,http://zzy789.xyz/douyu1.php?id=8705754
斗鱼电影168,http://epg.112114.xyz/douyu/6861249
斗鱼电影168,http://zzy789.xyz/douyu1.php?id=6861249
斗鱼电影169,http://zzy789.xyz/douyu1.php?id=7528160
斗鱼电影170,http://zzy789.xyz/douyu1.php?id=1377142
斗鱼电影171,http://epg.112114.xyz/douyu/8706084
斗鱼电影171,http://zzy789.xyz/douyu1.php?id=8706084
斗鱼电影172,http://epg.112114.xyz/douyu/2040822
斗鱼电影172,http://zzy789.xyz/douyu1.php?id=2040822
斗鱼电影174,http://epg.112114.xyz/douyu/8317926
斗鱼电影174,http://zzy789.xyz/douyu1.php?id=8317926
斗鱼电影177,http://epg.112114.xyz/douyu/9292492
斗鱼电影177,http://zzy789.xyz/douyu1.php?id=9292492
热舞178,http://epg.112114.xyz/douyu/17732
热舞179,http://epg.112114.xyz/douyu/7971641
热舞179,http://zzy789.xyz/douyu1.php?id=7971641
热舞180,http://epg.112114.xyz/douyu/231464
热舞180,http://zzy789.xyz/douyu1.php?id=231464
热舞181,http://epg.112114.xyz/douyu/6852568
热舞182,http://epg.112114.xyz/douyu/2556433
热舞183,http://epg.112114.xyz/douyu/8504956
热舞185,http://epg.112114.xyz/douyu/40471
热舞185,http://zzy789.xyz/douyu1.php?id=40471
热舞187,http://epg.112114.xyz/douyu/1574329
热舞188,http://epg.112114.xyz/douyu/3221207
热舞188,http://zzy789.xyz/douyu1.php?id=3221207
热舞189,http://epg.112114.xyz/douyu/8017332
音乐190,http://epg.112114.xyz/douyu/8666210
音乐190,http://zzy789.xyz/douyu1.php?id=8666210
音乐191,http://epg.112114.xyz/douyu/8667755
音乐191,http://zzy789.xyz/douyu1.php?id=8667755
音乐192,http://epg.112114.xyz/douyu/123351
音乐192,http://zzy789.xyz/douyu1.php?id=123351
音乐193,http://epg.112114.xyz/douyu/8861179
音乐193,http://zzy789.xyz/douyu1.php?id=8861179
音乐194,http://epg.112114.xyz/douyu/7298478
音乐195,http://epg.112114.xyz/douyu/5949064
新版三国,http://zzy789.xyz/douyu1.php?id=276200
四大名著,http://epg.112114.xyz/douyu/1046540
四大名著,http://zzy789.xyz/douyu1.php?id=1046540
四大名著,https://cn-nmghhht-cu-live-03.bilivideo.com/live-bvc/725073/live_3002469_4192488.m3u8
家有儿女,http://epg.112114.xyz/douyu/6648727
家有儿女,http://zzy789.xyz/douyu1.php?id=6648727
真实案例,http://epg.112114.xyz/douyu/922564
真实案例,http://zzy789.xyz/douyu1.php?id=922564
燕双鹰系列,http://epg.112114.xyz/douyu/3439096
燕双鹰系列,http://zzy789.xyz/douyu1.php?id=3439096
神探狄仁杰,http://epg.112114.xyz/douyu/6027991
神探狄仁杰,http://zzy789.xyz/douyu1.php?id=6027991


﻿🇨🇳闽南十二大美女,#genre#

爱人跟人走,https://vd3.bdstatic.com/mda-jdvnru13349ke17c/mda-jdvnru13349ke17c.mp4
真情放水流,https://vd4.bdstatic.com/mda-jdv0dv5eaazejkx8/mda-jdv0dv5eaazejkx8.mp4
初恋,https://vd2.bdstatic.com/mda-jecre7pwujhk9za9/mda-jecre7pwujhk9za9.mp4
朋友情,https://vd4.bdstatic.com/mda-jdvp9fphc27r6g5e/v1-cae/sc/mda-jdvp9fphc27r6g5e.mp4
人生的第一步,https://vd2.bdstatic.com/mda-jdsnd19m47jrqp4d/mda-jdsnd19m47jrqp4d.mp4
爱情的骗子我问你 ,https://vd3.bdstatic.com/mda-jgni2nehaktwd4mh/mda-jgni2nehaktwd4mh.mp4
烧酒话,https://vd3.bdstatic.com/mda-jdvphdexuphgijzt/v1-cae/sc/mda-jdvphdexuphgijzt.mp4
朋友情,https://vd4.bdstatic.com/mda-jdvp9fphc27r6g5e/v1-cae/sc/mda-jdvp9fphc27r6g5e.mp4
免饮人先醉,https://vd2.bdstatic.com/mda-jenpdh07589ewyb2/v1-cae/mda-jenpdh07589ewyb2.mp4
叫我怎么活下去,https://vd2.bdstatic.com/mda-jf5jsiurjv9fraya/v1-cae/mda-jf5jsiurjv9fraya.mp4
无彩我爱你,https://vd3.bdstatic.com/mda-kh9zv2u98phv1v39/default/bd265_nowatermark/mda-kh9zv2u98phv1v39.mp4
後悔爱上你,https://vd2.bdstatic.com/mda-je6u5fedd3sf9w5s/mda-je6u5fedd3sf9w5s.mp4
故乡,https://vd2.bdstatic.com/mda-jdtqamrw3x3j7uxj/sc/mda-jdtqamrw3x3j7uxj.mp4
心痛,https://vd4.bdstatic.com/mda-jdmf95qce2mj8mmg/v1-cae/mda-jdmf95qce2mj8mmg.mp4
忍,https://vd2.bdstatic.com/mda-je1d1ywww05g1e45/v1-cae/sc/mda-je1d1ywww05g1e45.mp4
爱拼才会赢,https://vd1.bdstatic.com/mda-hc6petr0yeuhsnwe/mda-hc6petr0yeuhsnwe.mp4
爱人跟人走,https://vd3.bdstatic.com/mda-jdvnru13349ke17c/v1-cae/sc/mda-jdvnru13349ke17c.mp4
浪子的心情,https://vd3.bdstatic.com/mda-jircwmh3x254qy3a/v1-cae/mda-jircwmh3x254qy3a.mp4
免失志,https://vd4.bdstatic.com/mda-je7nte3m37r5t44a/hd/mda-je7nte3m37r5t44a.mp4
朋友情,https://vd2.bdstatic.com/mda-je1fedk1gxdg229j/v1-cae/hd/mda-je1fedk1gxdg229j.mp4
可怜的人,https://vd3.bdstatic.com/mda-je7mtzyr5cybtyr8/v1-cae/hd/mda-je7mtzyr5cybtyr8.mp4
喜欢干一杯,https://vd3.bdstatic.com/mda-jdrg91sn0bat1f74/hd/bd265_cae_delogo/1644145443442392086/mda-jdrg91sn0bat1f74.mp4
杯中影,https://vd2.bdstatic.com/mda-jdnnsnviqbzm3sm9/v1-cae/hd/mda-jdnnsnviqbzm3sm9.mp4
思慕的形影,https://vd3.bdstatic.com/mda-je5pb5t9em3841zv/hd/bd265_cae_delogo/1648225091349038647/mda-je5pb5t9em3841zv.mp4
人生的第一步,https://vd1.bdstatic.com/mda-hj3j627k0yf2ycbr/vs-10823507f6723f1b8f49bff37417885d-watermark/hd/mda-hj3j627k0yf2ycbr.mp4
可怜的人,https://vd3.bdstatic.com/mda-je7mtzyr5cybtyr8/v1-cae/hd/mda-je7mtzyr5cybtyr8.mp4
真情乎人出卖,https://vd4.bdstatic.com/mda-jdppgc8yq1g41zw6/mda-jdppgc8yq1g41zw6.mp4
奋斗的歌手,https://vd4.bdstatic.com/mda-jdjnz2n9v2ennnmi/mda-jdjnz2n9v2ennnmi.mp4
歌声恋情,https://vd3.bdstatic.com/mda-jdpp3nkwjb6k8c50/hd/bd265_cae_delogo/1647594846777454740/mda-jdpp3nkwjb6k8c50.mp4
男儿的心情,https://vd3.bdstatic.com/mda-je2m1at3xxm8k5sh/hd/bd265_cae_delogo/1648504547433964038/mda-je2m1at3xxm8k5sh.mp4
为你打拼,https://vd4.bdstatic.com/mda-jfmmhyrpec3bt2gy/v1-cae/hd/mda-jfmmhyrpec3bt2gy.mp4


台湾,#genre#
CNN,mitv://ns2.hellotvvod.com:9906/5ae877d0e1b94ca9af3eb8c2810b5f6a.ts
民视,mitv://ns2.hellotvvod.com:9906/0394bf5e709f4d7690f2983884f71a16.ts
人间卫视,mitv://ns2.hellotvvod.com:9906/d8aad5849a464c12a4e024bb8ef94561.ts
台视,mitv://ns2.hellotvvod.com:9906/a7ecfaa54e7c454c8e433973c210c45d.ts
大爱,mitv://ns2.hellotvvod.com:9906/b53b2f02f1434250b8a20375f56eb672.ts
中视,mitv://ns2.hellotvvod.com:9906/26d6e9e08250439e893b4050d0a31396.ts
霹雳台湾台,mitv://ns2.hellotvvod.com:9906/3f424585fa2f49408f94254e9ca0eae3.ts
华视,mitv://ns2.hellotvvod.com:9906/65b374a9331b4fd69f29447f48b36bc5.ts
公视,mitv://ns2.hellotvvod.com:9906/b40028b7c2fc4f6fb14a3ec384d1a665.ts
公视台语台,mitv://ns2.hellotvvod.com:9906/27d48d98825343428e0ca5feb6b89489.ts
好消息,mitv://ns2.hellotvvod.com:9906/4099e5a6e2fa4ac2b170bf7ac496838a.ts
原住民电视台,mitv://ns2.hellotvvod.com:9906/6ee4a7eb0cb34caa82c4c6eb103374d8.ts
客家电视台,mitv://ns2.hellotvvod.com:9906/f4ec2ea0ba924ecba4c66e2774d762ce.ts
国家地理频道,mitv://ns2.hellotvvod.com:9906/a0ae74df367245b4a57229832487ee4e.ts
探索频道,mitv://ns2.hellotvvod.com:9906/53f1b40e94ec4acd85fe317ff18b44d4.ts
TLC旅游生活,mitv://ns2.hellotvvod.com:9906/102b23c242424822801034e092dc953e.ts
动物星球,mitv://ns2.hellotvvod.com:9906/e1c1fc8ca1a849abbadec2974bf461c7.ts
CN卡通频道,mitv://ns2.hellotvvod.com:9906/44a3fbe661a3475096d83a4f6ab5a867.ts
MOMO亲子台,mitv://ns2.hellotvvod.com:9906/4e5c123cf1024951816fe67e61d49493.ts
东森幼幼台,mitv://ns2.hellotvvod.com:9906/4c328660092e48948154b40f915221fa.ts
纬来综合台,mitv://ns2.hellotvvod.com:9906/610474f1951f40e0b94b950a140878ea.ts
八大第一台,mitv://ns2.hellotvvod.com:9906/b1b8d0b189664df8902ccfbf10cf9832.ts
